Timestamp,WIN,FL,SL,CL,STRAT,ES,EXIT,TF,ENTRY@PRICE,FEE,EXIT@PRICE,PNL,DYN
2025-07-06T01:02:50.882821+00:00,5min,0.16324,0.16308147692307687,0.163126,BBands,uptrend_swap,,5min,6.1259@0.16324,0.002999975748,,,0.0009720483277074011285691202010
2025-07-06T01:02:51.242110+00:00,5min,0.16301,0.16309606153846154,0.16311359999999997,BBands,,downtrend_swap,5min,6.1259@0.16324,0.002999975748+0.0029830829999999997,6.1@0.16301,-0.011613974748000078,0.0005276739220416113379932211537
2025-07-06T01:02:53.632250+00:00,5min,0.16293,0.16269596923076923,0.1628132,BBands,uptrend_swap,,5min,6.1376@0.16293,0.002999997504,,,0.001438454623905395800257425052
2025-07-06T01:02:54.428339+00:00,5min,0.16427,0.16438276923076922,0.1643148,BBands,,downtrend_swap,5min,6.1376@0.16293,0.002999997504+0.003006141,6.1@0.16427,-0.0039583065040000864,0.0006860161274622925554813240040
2025-07-06T01:02:56.827455+00:00,5min,0.16432,0.16425581538461537,0.1643152,BBands,uptrend_swap,,5min,6.0857@0.16432,0.003000006672,,,0.0003907600789313770575524477377
2025-07-06T01:02:57.171152+00:00,5min,0.16414,0.16424233846153846,0.16430720000000001,BBands,,downtrend_swap,5min,6.0857@0.16432,0.003000006672+0.0029545200000000004,6.0@0.16414,-0.021116750671999807,0.0006230942794474712472067005626
2025-07-06T01:02:59.918381+00:00,5min,0.16437,0.16424716923076924,0.1643108,BBands,uptrend_swap,,5min,6.0838@0.16437,0.002999982618,,,0.0007478410118483156203132682854
2025-07-06T01:07:46.701287+00:00,5min,0.16446,0.1645091076923077,0.16449360000000005,BBands,,downtrend_swap,5min,6.0838@0.16437,0.002999982618+0.00296028,6.0@0.16446,-0.019194468618000116,0.0002985104776055887156628560941
2025-07-06T01:09:58.771456+00:00,5min,0.16449,0.16444449230769229,0.16446959999999994,BBands,uptrend_swap,,5min,6.0794@0.16449,0.0030000015179999996,,,0.0002767358861892467730281369779
2025-07-06T01:12:16.728238+00:00,5min,0.16441,0.16444815384615383,0.1644424,BBands,,downtrend_swap,5min,6.0794@0.16449,0.0030000015179999996+0.00295938,6.0@0.16441,-0.019499887517999914,0.0002320113984953827153016165413
2025-07-06T01:23:28.873820+00:00,5min,0.16422,0.16419821538461538,0.16420120000000005,BBands,uptrend_swap,,5min,6.0894@0.16422,0.0030000038040000005,,,0.0001326726684184237399939698141
2025-07-06T01:25:56.697258+00:00,5min,0.1642,0.16423956923076924,0.1642264,BBands,,downtrend_swap,5min,6.0894@0.16422,0.0030000038040000005+0.0029556000000000005,6.0@0.1642,-0.020756871803999877,0.0002409238586935294760267351280
2025-07-06T01:32:38.747723+00:00,5min,0.16413,0.1641068,0.16412880000000002,BBands,uptrend_swap,,5min,6.0927@0.16413,0.0029999845529999998,,,0.0001413713508520061325917024767
