Timestamp,WIN,FL,SL,CL,STRAT,ES,EXIT,TF,ENTRY@PRICE,FEE,EXIT@PRICE,PNL,DYN
2025-07-07T07:24:36.155155+00:00,5min,0.17284,0.1728592,0.17282039999999999,BBands,,downtrend_swap,5min,5.7844@0.17288,0.0030000212160000003+0.002955564,5.7@0.17284,-0.020774657216000025,0.0001110730583040995214602404732
2025-07-07T07:25:28.172976+00:00,5min,0.1729,0.17286538461538462,0.1728724,BBands,uptrend_swap,,5min,5.7837@0.1729,0.0030000051899999997,,,0.0002002447435754544389744422674
2025-07-07T07:25:46.161494+00:00,5min,0.17279,0.17285698461538462,0.1728744,BBands,,downtrend_swap,5min,5.7837@0.1729,0.0030000051899999997+0.002954709,5.7@0.17279,-0.021053444190000103,0.0003875146586275590638330809010
2025-07-07T07:28:28.219332+00:00,5min,0.17288,0.17282049230769234,0.17282560000000005,BBands,uptrend_swap,,5min,5.7844@0.17288,0.0030000212160000003,,,0.0003443323850837756132287367029
2025-07-07T07:29:46.158044+00:00,5min,0.17284,0.17287510769230768,0.17285599999999998,BBands,,downtrend_swap,5min,5.7844@0.17288,0.0030000212160000003+0.002955564,5.7@0.17284,-0.020774657216000025,0.0002030812462032795363041987059
2025-07-07T07:32:28.189686+00:00,5min,0.1728,0.17274073846153845,0.172784,BBands,uptrend_swap,,5min,5.7870@0.1728,0.0029999808,,,0.0003430663721212750542030421305
2025-07-07T07:41:36.236505+00:00,5min,0.17321,0.17324203076923078,0.17320200000000002,BBands,,downtrend_swap,5min,5.7870@0.1728,0.0029999808+0.0029618910000000003,5.7@0.17321,-0.01865847180000002,0.0001848902895478464340130639213
2025-07-07T07:45:18.229894+00:00,5min,0.17318,0.1731374153846154,0.17316720000000002,BBands,uptrend_swap,,5min,5.7743@0.17318,0.002999979822,,,0.0002459584792229951055365823054
2025-07-07T07:47:16.112112+00:00,5min,0.17317,0.17321790769230772,0.17319240000000005,BBands,,downtrend_swap,5min,5.7743@0.17318,0.002999979822+0.002961207,5.7@0.17317,-0.018885460822000155,0.0002765747083888110611201262279
2025-07-07T07:54:13.512383+00:00,5min,0.17286,0.17275778461538463,0.1728168,BBands,uptrend_swap,,5min,5.7850@0.17286,0.0029999853000000007,,,0.0005916687623827481925707879254
2025-07-07T07:55:06.130355+00:00,5min,0.17276,0.1727965846153846,0.17277840000000003,BBands,,downtrend_swap,5min,5.7850@0.17286,0.0029999853000000007+0.002954196,5.7@0.17276,-0.0212172813,0.0002117207088671980706634968094
2025-07-07T07:55:58.178571+00:00,5min,0.17283,0.17278120000000002,0.17276640000000004,BBands,uptrend_swap,,5min,5.7860@0.17283,0.0029999831399999998,,,0.0002824381356303810504339435505
2025-07-07T08:00:16.131406+00:00,5min,0.17312,0.173174,0.17310600000000004,BBands,,downtrend_swap,5min,5.7860@0.17283,0.0029999831399999998+0.002960352,5.7@0.17312,-0.019170715140000016,0.0003118251007657038585468950304
2025-07-07T08:02:28.145822+00:00,5min,0.17319,0.17317067692307692,0.1731784,BBands,uptrend_swap,,5min,5.7740@0.17319,0.00299999718,,,0.0001115840006311425635141995195
2025-07-07T08:04:16.092420+00:00,5min,0.17319,0.17324707692307692,0.1732248,BBands,,downtrend_swap,5min,5.7740@0.17319,0.00299999718+0.0029615490000000004,5.7@0.17319,-0.018777606179999906,0.0003294538879998685795023539169
2025-07-07T08:05:08.105902+00:00,5min,0.17327,0.17324578461538462,0.1732264,BBands,uptrend_swap,,5min,5.7713@0.17327,0.002999979453,,,0.0001397747406618840105926500333
2025-07-07T08:05:56.251964+00:00,5min,0.17322,0.1732536307692308,0.17324560000000003,BBands,,downtrend_swap,5min,5.7713@0.17327,0.002999979453+0.002962062,5.7@0.17322,-0.01860119245299996,0.0001941129261273334275577972343
2025-07-07T08:06:08.149282+00:00,5min,0.17333,0.17326012307692304,0.17325480000000004,BBands,uptrend_swap,,5min,5.7693@0.17333,0.0029999783070000004,,,0.0004033064379501591531324399987
2025-07-07T08:06:16.230594+00:00,5min,0.17316,0.17325283076923073,0.17325440000000003,BBands,,downtrend_swap,5min,5.7693@0.17333,0.0029999783070000004+0.0029610360000000002,5.7@0.17316,-0.018941783307000026,0.0005358109810879725767000900395
2025-07-07T08:17:58.234270+00:00,5min,0.17261,0.17254181538461535,0.1725708,BBands,uptrend_swap,,5min,5.7934@0.17261,0.0029999963220000004,,,0.0003951773385057919417303356598
2025-07-07T08:19:06.100388+00:00,5min,0.17253,0.17256553846153844,0.17256200000000002,BBands,,downtrend_swap,5min,5.7934@0.17261,0.0029999963220000004+0.002950263,5.7@0.17253,-0.022528033322000263,0.0002059418227722265866719580236
2025-07-07T08:20:18.088900+00:00,5min,0.17257,0.17255224615384615,0.1725444,BBands,uptrend_swap,,5min,5.7947@0.17257,0.002999974137,,,0.0001028896844264827371546973248
2025-07-07T08:22:46.019262+00:00,5min,0.17252,0.17259935384615385,0.17258800000000002,BBands,,downtrend_swap,5min,5.7947@0.17257,0.002999974137+0.002950092,5.7@0.17252,-0.022577445136999996,0.0004597574926299082218741372276
2025-07-07T08:24:38.256905+00:00,5min,0.1728,0.17257732307692308,0.17258279999999998,BBands,uptrend_swap,,5min,5.7870@0.1728,0.0029999808,,,0.001290302335826972876366815003
2025-07-07T08:26:26.040258+00:00,5min,0.17262,0.17265052307692305,0.1726284,BBands,,downtrend_swap,5min,5.7870@0.1728,0.0029999808+0.002951802,5.7@0.17262,-0.022011382800000145,0.0001767911059814784859645715139
2025-07-07T08:27:28.206941+00:00,5min,0.17269,0.17265815384615388,0.17262960000000002,BBands,uptrend_swap,,5min,5.7907@0.17269,0.0029999879490000005,,,0.0001844462780164807288584636216
2025-07-07T08:28:36.012192+00:00,5min,0.17264,0.17267664615384617,0.17267760000000001,BBands,,downtrend_swap,5min,5.7907@0.17269,0.0029999879490000005+0.002952144,5.7@0.17264,-0.021900114949000238,0.0002122241464750255103014817915
2025-07-07T08:28:48.112669+00:00,5min,0.1727,0.17267836923076926,0.17268560000000002,BBands,uptrend_swap,,5min,5.7904@0.1727,0.0030000062400000003,,,0.0001252662352968622466984108415
2025-07-07T08:30:06.069754+00:00,5min,0.17262,0.1726802153846154,0.1726768,BBands,,downtrend_swap,5min,5.7904@0.1727,0.0030000062400000003+0.002951802,5.7@0.17262,-0.022019888240000007,0.0003487103863131083968364834889
2025-07-07T08:31:08.088987+00:00,5min,0.17271,0.1726567076923077,0.1726612,BBands,uptrend_swap,,5min,5.7901@0.17271,0.0030000245129999997,,,0.0003086605113962468383834087759
2025-07-07T08:31:26.016832+00:00,5min,0.17263,0.17265704615384617,0.17266560000000003,BBands,,downtrend_swap,5min,5.7901@0.17271,0.0030000245129999997+0.002951973,5.7@0.17263,-0.021969168512999904,0.0001566466845614311479476238008
2025-07-07T08:31:48.052098+00:00,5min,0.17268,0.17265772307692306,0.17266640000000003,BBands,uptrend_swap,,5min,5.7911@0.17268,0.0030000214440000002,,,0.0001290236120339378560558028225
2025-07-07T08:32:36.006975+00:00,5min,0.17262,0.17266387692307691,0.17266879999999998,BBands,,downtrend_swap,5min,5.7911@0.17268,0.0030000214440000002+0.002951802,5.7@0.17262,-0.022024971444000174,0.0002541175598440750170718462930
2025-07-07T08:35:38.049309+00:00,5min,0.17262,0.17251326153846155,0.17255640000000003,BBands,uptrend_swap,,5min,5.7931@0.17262,0.003000014766,,,0.0006187261233516985838819265343
2025-07-07T08:42:56.100694+00:00,5min,0.17287,0.17291356923076925,0.1728412,BBands,,downtrend_swap,5min,5.7931@0.17262,0.003000014766+0.002956077,5.7@0.17287,-0.020602013766000127,0.0002519711493035159482110371701
2025-07-07T08:50:58.189510+00:00,5min,0.17247,0.17242996923076923,0.17245760000000004,BBands,uptrend_swap,,5min,5.7981@0.17247,0.002999994921,,,0.0002321566802415616142765682007
2025-07-07T08:53:56.005178+00:00,5min,0.17244,0.17247535384615384,0.17245159999999998,BBands,,downtrend_swap,5min,5.7981@0.17247,0.002999994921+0.0029487240000000002,5.7@0.17244,-0.023039025920999934,0.0002049791194246526979365656319
2025-07-07T08:54:18.012192+00:00,5min,0.17251,0.17248089230769229,0.1724624,BBands,uptrend_swap,,5min,5.7968@0.17251,0.003000017904,,,0.0001687589385598966854631995218
2025-07-07T08:56:45.957129+00:00,5min,0.17261,0.1726765846153846,0.17261360000000003,BBands,,downtrend_swap,5min,5.7968@0.17251,0.003000017904+0.0029516310000000006,5.7@0.17261,-0.02208061690399976,0.0003856030366416434873271345188
2025-07-07T09:06:08.163426+00:00,5min,0.17224,0.17215956923076922,0.1721872,BBands,uptrend_swap,,5min,5.8059@0.17224,0.0030000246480000005,,,0.0004671873285357001828921442446
2025-07-07T09:07:26.192358+00:00,5min,0.17211,0.1721593230769231,0.172158,BBands,,downtrend_swap,5min,5.8059@0.17224,0.0030000246480000005+0.0029947140000000003,5.8@0.17211,-0.007764954647999978,0.0002864966941178189121288865898
2025-07-07T09:08:17.967869+00:00,5min,0.17219,0.17214904615384613,0.172144,BBands,uptrend_swap,,5min,5.8075@0.17219,0.0029999802750000004,,,0.0002378976071541539289336120086
2025-07-07T09:15:06.151463+00:00,5min,0.17223,0.17226756923076922,0.1722516,BBands,,downtrend_swap,5min,5.8075@0.17219,0.0029999802750000004+0.0029968020000000002,5.8@0.17223,-0.007056207275000004,0.0002180864972843051446855257098
2025-07-07T09:21:58.101399+00:00,5min,0.17188,0.17185910769230767,0.17187319999999998,BBands,uptrend_swap,,5min,5.8180@0.17188,0.00299999352,,,0.0001215664853196786935372824818
2025-07-07T09:23:05.918718+00:00,5min,0.1718,0.17185233846153847,0.1718656,BBands,,downtrend_swap,5min,5.8180@0.17188,0.00299999352+0.00298932,5.8@0.1718,-0.009547153519999796,0.0003045548405509980600962111925
2025-07-07T09:27:28.386888+00:00,5min,0.17173,0.17170123076923074,0.17172,BBands,uptrend_swap,,5min,5.8231@0.17173,0.003000002889,,,0.0001675540160100909019381278051
2025-07-07T09:27:55.971622+00:00,5min,0.17167,0.1716981846153846,0.1717064,BBands,,downtrend_swap,5min,5.8231@0.17173,0.003000002889+0.002987058,5.8@0.17167,-0.010302023889000034,0.0001641520872671742028321330997
2025-07-07T09:28:38.151119+00:00,5min,0.17173,0.17169246153846152,0.17168920000000004,BBands,uptrend_swap,,5min,5.8231@0.17173,0.003000002889,,,0.0002186377969196443607456764200
2025-07-07T09:30:45.879879+00:00,5min,0.17166,0.17172483076923073,0.1717152,BBands,,downtrend_swap,5min,5.8231@0.17173,0.003000002889+0.002986884,5.8@0.17166,-0.010359849889000072,0.0003775270526709771072660594858
2025-07-07T09:31:47.917266+00:00,5min,0.17171,0.17168803076923078,0.1716976,BBands,uptrend_swap,,5min,5.8238@0.17171,0.0030000140940000006,,,0.0001279601767857030766920427095
2025-07-07T09:32:45.872408+00:00,5min,0.17165,0.17169276923076923,0.1716984,BBands,,downtrend_swap,5min,5.8238@0.17171,0.0030000140940000006+0.00298671,5.8@0.17165,-0.01042142209400021,0.0002491032730198709154415502155
2025-07-07T09:35:07.997865+00:00,5min,0.17165,0.17158827692307693,0.1716156,BBands,uptrend_swap,,5min,5.8258@0.17165,0.0029999957100000003,,,0.0003597161649378906679950455444
2025-07-07T09:39:05.891724+00:00,5min,0.1718,0.17182615384615382,0.17178120000000002,BBands,,downtrend_swap,5min,5.8258@0.17165,0.0029999957100000003+0.00298932,5.8@0.1718,-0.009547885709999981,0.0001522110899207875812546538868
2025-07-07T09:39:18.089649+00:00,5min,0.17191,0.17183606153846154,0.1717972,BBands,uptrend_swap,,5min,5.8170@0.17191,0.00300000141,,,0.0004302848940815055885978183313
2025-07-07T09:41:15.862849+00:00,5min,0.17187,0.17189778461538463,0.17188159999999997,BBands,,downtrend_swap,5min,5.8170@0.17191,0.00300000141+0.0029905379999999996,5.8@0.17187,-0.009145009410000182,0.0001616345169706353083574182079
2025-07-07T09:57:08.061972+00:00,5min,0.17135,0.17129246153846153,0.1713104,BBands,uptrend_swap,,5min,5.8360@0.17135,0.0029999958000000004,,,0.0003359077277639008932764790287
2025-07-07T10:00:15.871330+00:00,5min,0.17113,0.17129975384615384,0.17129519999999998,BBands,,downtrend_swap,5min,5.8360@0.17135,0.0029999958000000004+0.0029776620000000003,5.8@0.17113,-0.01342225780000006,0.0009909754237376065560281167493
2025-07-07T10:03:57.940731+00:00,5min,0.17109,0.1710279384615385,0.17108439999999997,BBands,uptrend_swap,,5min,5.8449@0.17109,0.0030000118229999997,,,0.0003628736861343660894284644690
2025-07-07T10:04:05.846256+00:00,5min,0.17095,0.17101760000000002,0.17106839999999995,BBands,,downtrend_swap,5min,5.8449@0.17109,0.0030000118229999997+0.0029745299999999995,5.8@0.17095,-0.014468482823000062,0.0003952809535394017463371075796
2025-07-07T10:05:47.841803+00:00,5min,0.17098,0.17094824615384613,0.17096359999999997,BBands,uptrend_swap,,5min,5.8486@0.17098,0.002999980884,,,0.0001857512251122652225031848527
2025-07-07T10:06:35.805954+00:00,5min,0.17093,0.17095624615384616,0.17096919999999996,BBands,,downtrend_swap,5min,5.8486@0.17098,0.002999980884+0.002974182,5.8@0.17093,-0.014573790884000126,0.0001535255624561426188212058054
2025-07-07T10:07:37.864586+00:00,5min,0.17094,0.17091572307692307,0.17093960000000002,BBands,uptrend_swap,,5min,5.8500@0.17094,0.002999997,,,0.0001420403146058354323361654599
2025-07-07T10:08:25.798430+00:00,5min,0.17083,0.17090433846153844,0.1709196,BBands,,downtrend_swap,5min,5.8500@0.17094,0.002999997+0.002972442,5.8@0.17083,-0.015157438999999995,0.0004349711786583444169630523060
2025-07-07T10:09:28.029458+00:00,5min,0.17098,0.17089603076923074,0.17089879999999996,BBands,uptrend_swap,,5min,5.8486@0.17098,0.002999980884,,,0.0004913468755903860335018865831
2025-07-07T10:13:05.969614+00:00,5min,0.17097,0.17099895384615385,0.17097120000000002,BBands,,downtrend_swap,5min,5.8486@0.17098,0.002999980884+0.0029748780000000002,5.8@0.17097,-0.014342486884000083,0.0001693217736285071251600600519
2025-07-07T10:13:27.855871+00:00,5min,0.1711,0.17101163076923076,0.17098200000000002,BBands,uptrend_swap,,5min,5.8445@0.1711,0.00299998185,,,0.0005167439803465099728751142260
2025-07-07T10:21:45.858181+00:00,5min,0.17144,0.17146587692307694,0.17145,BBands,,downtrend_swap,5min,5.8445@0.1711,0.00299998185+0.002983056,5.8@0.17144,-0.011624987850000101,0.0001509158763323440209043195169
2025-07-07T10:22:27.930611+00:00,5min,0.17152,0.17147381538461537,0.17145680000000002,BBands,uptrend_swap,,5min,5.8302@0.17152,0.0029999877119999997,,,0.0002693391715874404197772302179
2025-07-07T10:22:45.763407+00:00,5min,0.17144,0.17147926153846155,0.17146320000000004,BBands,,downtrend_swap,5min,5.8302@0.17152,0.0029999877119999997+0.002983056,5.8@0.17144,-0.011626947711999902,0.0002289579399240876876864360953
2025-07-07T10:27:17.805136+00:00,5min,0.17131,0.17120073846153847,0.1712572,BBands,uptrend_swap,,5min,5.8374@0.17131,0.003000014982,,,0.0006382071680495491796032922910
2025-07-07T10:30:25.782716+00:00,5min,0.17118,0.17120572307692308,0.17119199999999998,BBands,,downtrend_swap,5min,5.8374@0.17131,0.003000014982+0.002978532,5.8@0.17118,-0.013139540981999986,0.0001502465949197420763747546376
2025-07-07T10:31:07.812549+00:00,5min,0.17124,0.17120569230769228,0.1711932,BBands,uptrend_swap,,5min,5.8398@0.17124,0.0030000220560000004,,,0.0002003887361762594486613695552
2025-07-07T10:38:25.819141+00:00,5min,0.17151,0.17154009230769227,0.17149520000000001,BBands,,downtrend_swap,5min,5.8398@0.17124,0.0030000220560000004+0.002984274,5.8@0.17151,-0.011233648056000245,0.0001754243412571638717864777321
2025-07-07T10:39:37.844996+00:00,5min,0.17155,0.17152652307692307,0.17152880000000004,BBands,uptrend_swap,,5min,5.8292@0.17155,0.0029999977800000003,,,0.0001368705122437624413673750307
2025-07-07T10:41:25.797652+00:00,5min,0.17147,0.17152676923076923,0.1715308,BBands,,downtrend_swap,5min,5.8292@0.17155,0.0029999977800000003+0.002983578,5.8@0.17147,-0.011456835780000008,0.0003309642630349647165679645565
2025-07-07T10:42:17.746647+00:00,5min,0.17153,0.1715109846153846,0.17151320000000003,BBands,uptrend_swap,,5min,5.8299@0.17153,0.0030000082409999997,,,0.0001108697769885831139292605065
2025-07-07T10:42:35.718515+00:00,5min,0.17146,0.17150833846153843,0.17150800000000005,BBands,,downtrend_swap,5min,5.8299@0.17153,0.0030000082409999997+0.0029834040000000003,5.8@0.17146,-0.011518159240999859,0.0002818432151581372386091289461
2025-07-07T10:44:27.766064+00:00,5min,0.17149,0.17146726153846154,0.17148639999999998,BBands,uptrend_swap,,5min,5.8312@0.17149,0.002999977464,,,0.0001326110963366588380126648412
2025-07-07T10:45:25.725086+00:00,5min,0.17144,0.17147021538461538,0.17147479999999998,BBands,,downtrend_swap,5min,5.8312@0.17149,0.002999977464+0.002983056,5.8@0.17144,-0.01162352146399992,0.0001762136039055269031575325548
2025-07-07T10:45:38.012887+00:00,5min,0.17149,0.17147138461538458,0.17147159999999997,BBands,uptrend_swap,,5min,5.8312@0.17149,0.002999977464,,,0.0001085626307688298069643421794
2025-07-07T10:48:35.728138+00:00,5min,0.17141,0.1715846153846154,0.17155200000000004,BBands,,downtrend_swap,5min,5.8312@0.17149,0.002999977464+0.0029825340000000002,5.8@0.17141,-0.011796999463999924,0.001017663408948354611524844531
2025-07-07T10:53:17.840439+00:00,5min,0.17135,0.1713081538461539,0.17132799999999995,BBands,uptrend_swap,,5min,5.8360@0.17135,0.0029999958000000004,,,0.0002442741510347524115373260223
2025-07-07T10:54:45.720526+00:00,5min,0.17128,0.17130169230769232,0.1713136,BBands,,downtrend_swap,5min,5.8360@0.17135,0.0029999958000000004+0.0029802719999999995,5.8@0.17128,-0.012554867800000147,0.0001266321855907660797005239993
2025-07-07T11:00:17.824047+00:00,5min,0.17142,0.17124723076923073,0.171248,BBands,uptrend_swap,,5min,5.8336@0.17142,0.002999987136,,,0.001008887734961917638885006037
2025-07-07T11:01:15.695284+00:00,5min,0.17121,0.1712671384615385,0.1712536,BBands,,downtrend_swap,5min,5.8336@0.17142,0.002999987136+0.002979054,5.8@0.17121,-0.012956753135999866,0.0003336218614485206525716681900
2025-07-07T11:01:37.731444+00:00,5min,0.17132,0.17127415384615383,0.17126,BBands,uptrend_swap,,5min,5.8370@0.17132,0.00299998452,,,0.0002676770126527735363601372595
2025-07-07T11:03:25.674081+00:00,5min,0.17128,0.1713039384615385,0.1712832,BBands,,downtrend_swap,5min,5.8370@0.17132,0.00299998452+0.0029802719999999995,5.8@0.17128,-0.012551096520000082,0.0001397426221106685813899689156
2025-07-07T11:03:48.074478+00:00,5min,0.17134,0.17130846153846152,0.1712924,BBands,uptrend_swap,,5min,5.8363@0.17134,0.0029999749259999996,,,0.0001841033493339679858576314611
2025-07-07T11:05:35.711406+00:00,5min,0.17125,0.17132861538461533,0.1713276,BBands,,downtrend_swap,5min,5.8363@0.17134,0.0029999749259999996+0.00297975,5.8@0.17125,-0.012721366925999678,0.0004588572926877769422812650670
2025-07-07T11:10:47.718712+00:00,5min,0.17119,0.17115790769230768,0.17118680000000003,BBands,uptrend_swap,,5min,5.8415@0.17119,0.0030000191550000003,,,0.0001875011685116685905162281820
2025-07-07T11:11:45.828623+00:00,5min,0.17111,0.17115113846153845,0.17115759999999997,BBands,,downtrend_swap,5min,5.8415@0.17119,0.0030000191550000003+0.002977314,5.8@0.17111,-0.013545718154999942,0.0002403633531639916442968009986
2025-07-07T11:12:27.694709+00:00,5min,0.17119,0.1711495076923077,0.17115160000000001,BBands,uptrend_swap,,5min,5.8415@0.17119,0.0030000191550000003,,,0.0002365902668273928275489649793
2025-07-07T11:13:15.677694+00:00,5min,0.17112,0.17114953846153844,0.17114360000000006,BBands,,downtrend_swap,5min,5.8415@0.17119,0.0030000191550000003+0.002977488,5.8@0.17112,-0.013487892155000014,0.0001725886134661007415579051745
2025-07-07T11:23:57.888733+00:00,5min,0.17065,0.17060972307692307,0.1706384,BBands,uptrend_swap,,5min,5.8599@0.17065,0.002999975805,,,0.0002360763639407015585579723271
2025-07-07T11:32:35.781949+00:00,5min,0.17136,0.17140378461538458,0.17135720000000002,BBands,,downtrend_swap,5min,5.8599@0.17065,0.002999975805+0.002981664,5.8@0.17136,-0.012085574805000054,0.0002554471914539631013917599830
2025-07-07T11:37:57.892175+00:00,5min,0.1711,0.17104753846153847,0.17108559999999998,BBands,uptrend_swap,,5min,5.8445@0.1711,0.00299998185,,,0.0003067073571089503531012029575
2025-07-07T11:38:35.620889+00:00,5min,0.171,0.1710473846153846,0.17105960000000003,BBands,,downtrend_swap,5min,5.8445@0.1711,0.00299998185+0.0029754,5.8@0.171,-0.014169331850000022,0.0002770262491364516424622101241
2025-07-07T11:40:57.925855+00:00,5min,0.17101,0.1709756923076923,0.170994,BBands,uptrend_swap,,5min,5.8476@0.17101,0.0029999942279999997,,,0.0002006583032046390850277548767
2025-07-07T11:41:35.673908+00:00,5min,0.17093,0.1709738153846154,0.1709948,BBands,,downtrend_swap,5min,5.8476@0.17101,0.0029999942279999997+0.002974182,5.8@0.17093,-0.01457825222799991,0.0002562695610250890189150366502
2025-07-07T11:42:17.622054+00:00,5min,0.17101,0.17096920000000002,0.1709876,BBands,uptrend_swap,,5min,5.8476@0.17101,0.0029999942279999997,,,0.0002386394742443667937102736347
2025-07-07T11:46:35.620259+00:00,5min,0.17104,0.17111547692307694,0.17107879999999998,BBands,,downtrend_swap,5min,5.8476@0.17101,0.0029999942279999997+0.0029760959999999997,5.8@0.17104,-0.013942166228000041,0.0004410876469746206039181806985
2025-07-07T11:50:17.686735+00:00,5min,0.17101,0.17096855384615384,0.17100759999999995,BBands,uptrend_swap,,5min,5.8476@0.17101,0.0029999942279999997,,,0.0002424197486249743179913516665
2025-07-07T11:51:36.830020+00:00,5min,0.16809,0.17075184615384614,0.17085839999999997,BBands,,downtrend_swap,5min,5.8476@0.17101,0.0029999942279999997+0.002924766,5.8@0.16809,-0.031000836227999984,0.01558897437306672787680880448
2025-07-07T11:51:39.256190+00:00,5min,0.17061,0.1702834153846154,0.1705184,BBands,uptrend_swap,,5min,5.8613@0.17061,0.0029999891790000004,,,0.001917888566229133482813668811
2025-07-07T11:51:39.802771+00:00,5min,0.1716,0.17180033846153847,0.17124080000000003,BBands,,downtrend_swap,5min,5.8613@0.17061,0.0029999891790000004+0.00298584,5.8@0.1716,-0.010702222179000076,0.001166112146998595449945233308
2025-07-07T11:51:42.216244+00:00,5min,0.17273,0.17160698461538462,0.1717852,BBands,uptrend_swap,,5min,5.7894@0.17273,0.0030000091860000002,,,0.006544112333960918036576805984
2025-07-07T11:51:42.607436+00:00,5min,0.17358,0.17378067692307692,0.17295000000000002,BBands,,downtrend_swap,5min,5.7894@0.17273,0.0030000091860000002+0.0029682180000000003,5.7@0.17358,-0.016565289185999976,0.001154771212945318186296913474
2025-07-07T11:57:01.755694+00:00,5min,0.17101,0.17095126153846155,0.17097079999999998,BBands,uptrend_swap,,5min,5.8476@0.17101,0.0029999942279999997,,,0.0003435977073806776184432701524
2025-07-07T11:57:59.696633+00:00,5min,0.17094,0.17095735384615385,0.1709604,BBands,,downtrend_swap,5min,5.8476@0.17101,0.0029999942279999997+0.002974356,5.8@0.17094,-0.014520426227999872,0.0001015097962353049248649821567
2025-07-07T11:58:51.671807+00:00,5min,0.17099,0.17095356923076924,0.1709548,BBands,uptrend_swap,,5min,5.8483@0.17099,0.0030000024510000002,,,0.0002131032969635299870120399603
2025-07-07T12:00:39.707890+00:00,5min,0.17093,0.17095483076923076,0.17094719999999997,BBands,,downtrend_swap,5min,5.8483@0.17099,0.0030000024510000002+0.002974182,5.8@0.17093,-0.014581001451000053,0.0001452475435706093923818766831
2025-07-07T12:01:11.777268+00:00,5min,0.17099,0.17095815384615387,0.1709556,BBands,uptrend_swap,,5min,5.8483@0.17099,0.0030000024510000002,,,0.0001862804033014331632451103538
2025-07-07T12:01:29.650063+00:00,5min,0.17089,0.17095316923076923,0.1709576,BBands,,downtrend_swap,5min,5.8483@0.17099,0.0030000024510000002+0.0029734859999999996,5.8@0.17089,-0.014812305451000207,0.0003695119023149434733610891832
2025-07-07T12:02:01.701438+00:00,5min,0.17099,0.17095643076923073,0.17095920000000003,BBands,uptrend_swap,,5min,5.8483@0.17099,0.0030000024510000002,,,0.0001963613221112703210319868619
2025-07-07T12:02:59.886721+00:00,5min,0.1708,0.1709450153846154,0.1709476,BBands,,downtrend_swap,5min,5.8483@0.17099,0.0030000024510000002+0.00297192,5.8@0.1708,-0.01533273945100011,0.0008483159587258196339231383329
2025-07-07T12:04:31.732096+00:00,5min,0.17093,0.1708844,0.17091199999999998,BBands,uptrend_swap,,5min,5.8503@0.17093,0.0029999753369999997,,,0.0002668470615222922630737504418
2025-07-07T12:05:09.635809+00:00,5min,0.1708,0.17087375384615386,0.1709012,BBands,,downtrend_swap,5min,5.8503@0.17093,0.0029999753369999997+0.00297192,5.8@0.1708,-0.015323674336999993,0.0004316277046284372980659464679
2025-07-07T12:07:51.803964+00:00,5min,0.17089,0.17081861538461537,0.1708332,BBands,uptrend_swap,,5min,5.8517@0.17089,0.002999991039,,,0.0004178971666753083474961122361
